PROC_CODE,ORG_PROC_CODE,LONG_DESC,SHORT_DESC
90.59,9059,"Microscopic examination of blood, other microscopic examination",Micro exam-blood NEC
90.61,9061,"Microscopic examination of specimen from spleen and of bone marrow, bacterial smear",Bact smear-spleen/marrow
90.62,9062,"Microscopic examination of specimen from spleen and of bone marrow, culture",Culture-spleen/marrow
90.63,9063,"Microscopic examination of specimen from spleen and of bone marrow, culture and sensitivity",C & s-spleen/marrow
90.64,9064,"Microscopic examination of specimen from spleen and of bone marrow, parasitology",Parasitol-spleen/marrow
90.65,9065,"Microscopic examination of specimen from spleen and of bone marrow, toxicology",Toxicology-spleen/marrow
90.66,9066,"Microscopic examination of specimen from spleen and of bone marrow, cell block and Papanicolaou smear",Cell blk/pap-spleen/marr
90.69,9069,"Microscopic examination of specimen from spleen and of bone marrow, other microscopic examination",Micro exam-spln/marr NEC
90.71,9071,"Microscopic examination of specimen from lymph node and of lymph, bacterial smear",Bact smear-lymph system
90.72,9072,"Microscopic examination of specimen from lymph node and of lymph, culture",Culture-lymph system
90.73,9073,"Microscopic examination of specimen from lymph node and of lymph, culture and sensitivity",C & s-lymph system
90.74,9074,"Microscopic examination of specimen from lymph node and of lymph, parasitology",Parasitology-lymph sys
90.75,9075,"Microscopic examination of specimen from lymph node and of lymph, toxicology",Toxicology-lymph system
90.76,9076,"Microscopic examination of specimen from lymph node and of lymph, cell block and Papanicolaou smear",Cell blk/pap-lymph sys
90.79,9079,"Microscopic examination of specimen from lymph node and of lymph, other microscopic examination",Micro exam-lymph sys NEC
90.81,9081,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, bacterial smear",Bact smear-upper GI
90.82,9082,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture",Culture-upper GI
90.83,9083,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture and sensitivity",C & s-upper GI
90.84,9084,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, parasitology",Parasitology-upper GI
90.85,9085,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, toxicology",Toxicology-upper GI
90.86,9086,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, cell block and Papanicolaou smear",Cell blk/pap-upper GI
90.89,9089,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, other microscopic examination",Micro exam-upper GI NEC
90.91,9091,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, bacterial smear",Bact smear-lower GI
90.92,9092,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, culture",Culture-lower GI
90.93,9093,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, culture and sensitivity",C & s-lower GI
90.94,9094,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, parasitology",Parasitology-lower GI
90.95,9095,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, toxicology",Toxicology-lower GI
90.96,9096,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, cell block and Papanicolaou smear",Cell blk/pap-lower GI
90.99,9099,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, other microscopic examination",Micro exam-lower GI NEC
91.01,9101,"Microscopic examination of specimen from liver, biliary tract, and pancreas, bacterial smear",Bact smear-bili/pancreas
91.02,9102,"Microscopic examination of specimen from liver, biliary tract, and pancreas, culture",Culture-bili/pancreas
91.03,9103,"Microscopic examination of specimen from liver, biliary tract, and pancreas, culture and sensitivity",C & s-bili/pancreas
91.04,9104,"Microscopic examination of specimen from liver, biliary tract, and pancreas, parasitology",Parasitology-bili/pancr
91.05,9105,"Microscopic examination of specimen from liver, biliary tract, and pancreas, toxicology",Toxicology-bili/pancreas
91.06,9106,"Microscopic examination of specimen from liver, biliary tract, and pancreas, cell block and Papanicolaou smear",Cell blk/pap-bili/pancre
91.09,9109,"Microscopic examination of specimen from liver, biliary tract, and pancreas, other microscopic examination",Micro exam-bili/panc NEC
91.11,9111,"Microscopic examination of peritoneal and retroperitoneal specimen, bacterial smear",Bact smear-peritoneum
91.12,9112,"Microscopic examination of peritoneal and retroperitoneal specimen, culture",Culture-peritoneum
91.13,9113,"Microscopic examination of peritoneal and retroperitoneal specimen, culture and sensitivity",C & s-peritoneum
91.14,9114,"Microscopic examination of peritoneal and retroperitoneal specimen, parasitology",Parasitology-peritoneum
91.15,9115,"Microscopic examination of peritoneal and retroperitoneal specimen, toxicology",Toxicology-peritoneum
91.16,9116,"Microscopic examination of peritoneal and retroperitoneal specimen, cell block and Papanicolaou smear",Cell blk/pap-peritoneum
91.19,9119,"Microscopic examination of peritoneal and retroperitoneal specimen, other microscopic examination",Micro exam-periton NEC
91.21,9121,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, bacterial smear",Bact smear-upper urinary
91.22,9122,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture",Culture-upper urinary
91.23,9123,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture and sensitivity",C & s-upper urinary
91.24,9124,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, parasitology",Parasitology-upper urin
91.25,9125,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, toxicology",Toxicology-upper urinary
91.26,9126,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, cell block and Papanicolaou smear",Cell blk/pap-upper urin
91.29,9129,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, other microscopic examination",Micro exam-uppr urin NEC
91.31,9131,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, bacterial smear",Bact smear-lower urinary
91.32,9132,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, culture",Culture-lower urinary
91.33,9133,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, culture and sensitivity",C & s-lower urinary
91.34,9134,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, parasitology",Parasitlolgy-lower urin
91.35,9135,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, toxicology",Toxicology-lower urinary
91.36,9136,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, cell block and Papanicolaou smear",Cell blk/pap-lower urin
91.39,9139,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, other microscopic examination",Micro exam-low urin NEC
91.41,9141,"Microscopic examination of specimen from female genital tract, bacterial smear",Bact smear-female genit
91.42,9142,"Microscopic examination of specimen from female genital tract, culture",Culture-female genital
91.43,9143,"Microscopic examination of specimen from female genital tract, culture and sensitivity",C & s-female genital
91.44,9144,"Microscopic examination of specimen from female genital tract, parasitology",Parasitology-female gen
91.45,9145,"Microscopic examination of specimen from female genital tract, toxicology",Toxicology-female genit
91.46,9146,"Microscopic examination of specimen from female genital tract, cell block and Papanicolaou smear",Cell blk/pap-female gen
91.49,9149,"Microscopic examination of specimen from female genital tract, other microscopic examination",Micro exam-femal gen NEC
91.51,9151,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, bacterial smear",Bact smear-musculoskel
91.52,9152,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, culture",Culture-musculoskeletal
91.53,9153,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, culture and sensitivity",C & s-musculoskeletal
91.54,9154,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, parasitology",Parasitology-musculoskel
91.55,9155,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, toxicology",Toxicology-musculoskel
91.56,9156,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, cell block and Papanicolaou smear",Cell blk/pap-musculoskel
91.59,9159,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, other microscopic examination",Micro exam-musculosk NEC
91.61,9161,"Microscopic examination of specimen from skin and other integument, bacterial smear",Bact smear-integument
91.62,9162,"Microscopic examination of specimen from skin and other integument, culture",Culture-integument
91.63,9163,"Microscopic examination of specimen from skin and other integument, culture and sensitivity",C & s-integument
91.64,9164,"Microscopic examination of specimen from skin and other integument, parasitology",Parasitology-integument
91.65,9165,"Microscopic examination of specimen from skin and other integument, toxicology",Toxicology-integument
91.66,9166,"Microscopic examination of specimen from skin and other integument, cell block and Papanicolaou smear",Cell blk/pap-integument
91.69,9169,"Microscopic examination of specimen from skin and other integument, other microscopic examination",Micro exam-integumen NEC
91.71,9171,"Microscopic examination of specimen from operative wound, bacterial smear",Bact smear-op wound
91.72,9172,"Microscopic examination of specimen from operative wound, culture",Culture-op wound
91.73,9173,"Microscopic examination of specimen from operative wound, culture and sensitivity",C & s-op wound
91.74,9174,"Microscopic examination of specimen from operative wound, parasitology",Parasitology-op wound
91.75,9175,"Microscopic examination of specimen from operative wound, toxicology",Toxicology-op wound
91.76,9176,"Microscopic examination of specimen from operative wound, cell block and Papanicolaou smear",Cell blk/pap-op wound
91.79,9179,"Microscopic examination of specimen from operative wound, other microscopic examination",Micro exam-op wound NEC
91.81,9181,"Microscopic examination of specimen from other site, bacterial smear",Bact smear NEC
91.82,9182,"Microscopic examination of specimen from other site, culture",Culture NEC
91.83,9183,"Microscopic examination of specimen from other site, culture and sensitivity",C & s NEC
91.84,9184,"Microscopic examination of specimen from other site, parasitology",Parasitology NEC
91.85,9185,"Microscopic examination of specimen from other site, toxicology",Toxicology NEC
91.86,9186,"Microscopic examination of specimen from other site, cell block and Papanicolaou smear",Cell blk/pap NEC
91.89,9189,"Microscopic examination of specimen from other site, other microscopic examination",Micro exam NEC
91.91,9191,"Microscopic examination of specimen from unspecified site, bacterial smear",Bact smear NOS
91.92,9192,"Microscopic examination of specimen from unspecified site, culture",Culture NOS
91.93,9193,"Microscopic examination of specimen from unspecified site, culture and sensitivity",C & s NOS
91.94,9194,"Microscopic examination of specimen from unspecified site, parasitology",Parasitology NOS
91.95,9195,"Microscopic examination of specimen from unspecified site, toxicology",Toxicology NOS
91.96,9196,"Microscopic examination of specimen from unspecified site, cell block and Papanicolaou smear",Cell blk/pap NOS
91.99,9199,"Microscopic examination of specimen from unspecified site, other microscopic examination",Micro exam NOS
92.01,9201,Thyroid scan and radioisotope function studies,Thyroid scan/isotop func
92.02,9202,Liver scan and radioisotope function study,Liver scan/isotope funct
92.03,9203,Renal scan and radioisotope function study,Renal scan/isotope funct
92.04,9204,Gastrointestinal scan and radioisotope function study,GI scan & isotope funct
92.05,9205,Cardiovascular and hematopoietic scan and radioisotope function study,C-vasc scan/isotop funct
92.09,9209,Other radioisotope function studies,Other isotope function
92.11,9211,Cerebral scan,Cerebral scan
92.12,9212,Scan of other sites of head,Head scan NEC
92.13,9213,Parathyroid scan,Parathyroid scan
92.14,9214,Bone scan,Bone scan
92.15,9215,Pulmonary scan,Pulmonary scan
92.16,9216,Scan of lymphatic system,Lymphatic system scan
92.17,9217,Placental scan,Placental scan
92.18,9218,Total body scan,Total body scan
92.19,9219,Scan of other sites,Scan of other sites
92.2,9220,Infusion of liquid brachytherapy radioisotope,Inf liquid brachy isotop
92.21,9221,Superficial radiation,Superficial radiation
92.22,9222,Orthovoltage radiation,Orthovoltage radiation
92.23,9223,Radioisotopic teleradiotherapy,Radioisot teleradiother
92.24,9224,Teleradiotherapy using photons,Teleradio using photons
92.25,9225,Teleradiotherapy using electrons,Electron teleradiotherap
92.26,9226,Teleradiotherapy of other particulate radiation,Particul teleradioth NEC
92.27,9227,Implantation or insertion of radioactive elements,Radioactive elem implant
92.28,9228,Injection or instillation of radioisotopes,Isotope inject/instill
92.29,9229,Other radiotherapeutic procedure,Radiotherapeut proc NEC
92.3,9230,"Stereotactic radiosurgery, not otherwise specified",Stereo radiosurgery NOS
92.31,9231,Single source photon radiosurgery,Sing source radiosurgery
92.32,9232,Multi-source photon radiosurgery,Multisource radiosurgery
